Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2018,3,7,19,30,-2
2018,3,7,20,30,-2.5
2018,3,7,21,30,-2.8000000000000003
2018,3,7,22,30,-3.1
2018,3,7,23,30,-3.8000000000000003
2018,3,8,0,30,-4.6000000000000005
2018,3,8,1,30,-5.1000000000000005
2018,3,8,2,30,-5.4
2018,3,8,3,30,-5.7
2018,3,8,4,30,-5.9
2018,3,8,5,30,-5.9
2018,3,8,6,30,-5.1000000000000005
2018,3,8,7,30,-3.4000000000000004
2018,3,8,8,30,-1.7000000000000002
2018,3,8,9,30,-0.4
2018,3,8,10,30,0.8
2018,3,8,11,30,1.7000000000000002
2018,3,8,12,30,2.3000000000000003
2018,3,8,13,30,2.5
2018,3,8,14,30,2.4000000000000004
2018,3,8,15,30,1.7000000000000002
2018,3,8,16,30,-0.30000000000000004
2018,3,8,17,30,-2
2018,3,8,18,30,-3.9000000000000004
2018,3,8,19,30,-4
2018,3,8,20,30,-4.1000000000000005
2018,3,8,21,30,-4.1000000000000005
2018,3,8,22,30,-4
2018,3,8,23,30,-3.8000000000000003
2018,3,9,0,30,-3.7
2018,3,9,1,30,-3.7
2018,3,9,2,30,-3.5
2018,3,9,3,30,-3.2
2018,3,9,4,30,-3.1
2018,3,9,5,30,-3
2018,3,9,6,30,-2.2
2018,3,9,7,30,-1
2018,3,9,8,30,0.4
2018,3,9,9,30,1.8
2018,3,9,10,30,3.2
2018,3,9,11,30,4.4
2018,3,9,12,30,5.1000000000000005
2018,3,9,13,30,5.2
2018,3,9,14,30,4.9
2018,3,9,15,30,4
2018,3,9,16,30,2.3000000000000003
2018,3,9,17,30,1.2000000000000002
2018,3,9,18,30,0.1
2018,3,9,19,30,-0.1
2018,3,9,20,30,-0.2
2018,3,9,21,30,-0.6000000000000001
2018,3,9,22,30,-1.2000000000000002
2018,3,9,23,30,-1.7000000000000002
2018,3,10,0,30,-2.1
2018,3,10,1,30,-2.4000000000000004
2018,3,10,2,30,-2.8000000000000003
2018,3,10,3,30,-3.1
2018,3,10,4,30,-3.3000000000000003
2018,3,10,5,30,-3.4000000000000004
2018,3,10,6,30,-2.3000000000000003
2018,3,10,7,30,0.30000000000000004
2018,3,10,8,30,3.5
2018,3,10,9,30,5.9
2018,3,10,10,30,7.5
2018,3,10,11,30,8.4
2018,3,10,12,30,8.3
2018,3,10,13,30,7.6000000000000005
2018,3,10,14,30,6.9
2018,3,10,15,30,6.1000000000000005
2018,3,10,16,30,3.9000000000000004
2018,3,10,17,30,2.5
2018,3,10,18,30,1.4000000000000001
2018,3,10,19,30,1.2000000000000002
2018,3,10,20,30,0.9
2018,3,10,21,30,0.6000000000000001
2018,3,10,22,30,0.5
2018,3,10,23,30,0.1
2018,3,11,0,30,-0.2
2018,3,11,1,30,-0.4
2018,3,11,2,30,-0.7000000000000001
2018,3,11,3,30,-0.9
2018,3,11,4,30,-1
2018,3,11,5,30,-1
2018,3,11,6,30,-0.5
2018,3,11,7,30,0.2
2018,3,11,8,30,0.8
2018,3,11,9,30,1.5
2018,3,11,10,30,2.1
2018,3,11,11,30,2.8000000000000003
2018,3,11,12,30,3.3000000000000003
2018,3,11,13,30,3.6
2018,3,11,14,30,3.7
2018,3,11,15,30,3.6
2018,3,11,16,30,2.3000000000000003
2018,3,11,17,30,1.2000000000000002
2018,3,11,18,30,-1.2000000000000002
2018,3,11,19,30,-1.9000000000000001
2018,3,11,20,30,-2.4000000000000004
2018,3,11,21,30,-2.8000000000000003
2018,3,11,22,30,-2.9000000000000004
2018,3,11,23,30,-2.9000000000000004
2018,3,12,0,30,-2.9000000000000004
2018,3,12,1,30,-2.7
2018,3,12,2,30,-2.3000000000000003
2018,3,12,3,30,-2.1
2018,3,12,4,30,-2.1
2018,3,12,5,30,-2
2018,3,12,6,30,-1
2018,3,12,7,30,1
2018,3,12,8,30,2.9000000000000004
2018,3,12,9,30,4.2
2018,3,12,10,30,5.4
2018,3,12,11,30,6.6000000000000005
2018,3,12,12,30,7.4
2018,3,12,13,30,7.7
2018,3,12,14,30,7.5
2018,3,12,15,30,6.800000000000001
2018,3,12,16,30,4.7
2018,3,12,17,30,3.1
2018,3,12,18,30,0.2
2018,3,12,19,30,-0.8
2018,3,12,20,30,-1.7000000000000002
2018,3,12,21,30,-2.4000000000000004
2018,3,12,22,30,-2.7
2018,3,12,23,30,-2.8000000000000003
2018,3,13,0,30,-2.6
2018,3,13,1,30,-2.6
2018,3,13,2,30,-2.8000000000000003
2018,3,13,3,30,-3.3000000000000003
2018,3,13,4,30,-3.8000000000000003
2018,3,13,5,30,-4
2018,3,13,6,30,-2.9000000000000004
2018,3,13,7,30,-0.1
2018,3,13,8,30,3
2018,3,13,9,30,4.800000000000001
2018,3,13,10,30,5.7
2018,3,13,11,30,6.300000000000001
2018,3,13,12,30,6.5
2018,3,13,13,30,6.300000000000001
2018,3,13,14,30,5.7
2018,3,13,15,30,4.800000000000001
2018,3,13,16,30,3.3000000000000003
2018,3,13,17,30,2.2
2018,3,13,18,30,-0.4
2018,3,13,19,30,-1.8
2018,3,13,20,30,-3.2
2018,3,13,21,30,-4.3
2018,3,13,22,30,-4.9
2018,3,13,23,30,-5.1000000000000005
2018,3,14,0,30,-5.1000000000000005
2018,3,14,1,30,-5.2
2018,3,14,2,30,-5.2
2018,3,14,3,30,-5.300000000000001
2018,3,14,4,30,-5.4
2018,3,14,5,30,-5
2018,3,14,6,30,-3.6
2018,3,14,7,30,-1
2018,3,14,8,30,1.6
2018,3,14,9,30,3.4000000000000004
2018,3,14,10,30,5.1000000000000005
2018,3,14,11,30,6.6000000000000005
2018,3,14,12,30,7.9
2018,3,14,13,30,8.8
2018,3,14,14,30,9.5
2018,3,14,15,30,9.5
2018,3,14,16,30,7.800000000000001
2018,3,14,17,30,6.300000000000001
2018,3,14,18,30,5.4
2018,3,14,19,30,5.5
2018,3,14,20,30,5.2
2018,3,14,21,30,4.7
2018,3,14,22,30,3.9000000000000004
2018,3,14,23,30,2.9000000000000004
2018,3,15,0,30,1.6
2018,3,15,1,30,0.5
2018,3,15,2,30,-0.4
2018,3,15,3,30,-1.1
2018,3,15,4,30,-1.3
2018,3,15,5,30,-0.8
2018,3,15,6,30,1.3
2018,3,15,7,30,4.4
2018,3,15,8,30,7.800000000000001
2018,3,15,9,30,10.600000000000001
2018,3,15,10,30,12.3
2018,3,15,11,30,13.5
2018,3,15,12,30,14.3
2018,3,15,13,30,14.600000000000001
2018,3,15,14,30,14.200000000000001
2018,3,15,15,30,13.100000000000001
2018,3,15,16,30,10.5
2018,3,15,17,30,8.700000000000001
2018,3,15,18,30,5.7
2018,3,15,19,30,4.800000000000001
2018,3,15,20,30,4
2018,3,15,21,30,3.2
2018,3,15,22,30,2.3000000000000003
2018,3,15,23,30,1.1
2018,3,16,0,30,-0.1
2018,3,16,1,30,-1.2000000000000002
2018,3,16,2,30,-1.9000000000000001
2018,3,16,3,30,-2.1
2018,3,16,4,30,-2.2
2018,3,16,5,30,-2.2
2018,3,16,6,30,-1.6
2018,3,16,7,30,-0.4
2018,3,16,8,30,1.1
2018,3,16,9,30,2.9000000000000004
2018,3,16,10,30,4.7
2018,3,16,11,30,6.4
2018,3,16,12,30,7.300000000000001
2018,3,16,13,30,7.800000000000001
2018,3,16,14,30,8.1
2018,3,16,15,30,7.800000000000001
2018,3,16,16,30,6.6000000000000005
2018,3,16,17,30,5.800000000000001
2018,3,16,18,30,4.2
2018,3,16,19,30,3.8000000000000003
2018,3,16,20,30,3.5
2018,3,16,21,30,3.1
2018,3,16,22,30,2.8000000000000003
2018,3,16,23,30,2.6
2018,3,17,0,30,2.4000000000000004
2018,3,17,1,30,2.1
2018,3,17,2,30,1.9000000000000001
2018,3,17,3,30,1.9000000000000001
2018,3,17,4,30,2
2018,3,17,5,30,2.1
2018,3,17,6,30,2.2
2018,3,17,7,30,2.5
2018,3,17,8,30,2.7
2018,3,17,9,30,2.9000000000000004
2018,3,17,10,30,3.2
2018,3,17,11,30,3.5
2018,3,17,12,30,3.8000000000000003
2018,3,17,13,30,4
2018,3,17,14,30,4.1000000000000005
2018,3,17,15,30,4
2018,3,17,16,30,3.5
2018,3,17,17,30,3.2
2018,3,17,18,30,1.4000000000000001
2018,3,17,19,30,0.30000000000000004
2018,3,17,20,30,-0.5
2018,3,17,21,30,-1.2000000000000002
2018,3,17,22,30,-1.8
2018,3,17,23,30,-2.3000000000000003
2018,3,18,0,30,-2.5
2018,3,18,1,30,-2.7
2018,3,18,2,30,-2.7
2018,3,18,3,30,-2.5
2018,3,18,4,30,-2.4000000000000004
2018,3,18,5,30,-2.1
2018,3,18,6,30,-0.7000000000000001
2018,3,18,7,30,1.9000000000000001
2018,3,18,8,30,5.1000000000000005
2018,3,18,9,30,7.6000000000000005
2018,3,18,10,30,9
2018,3,18,11,30,10.100000000000001
2018,3,18,12,30,10.9
2018,3,18,13,30,11.200000000000001
2018,3,18,14,30,11
2018,3,18,15,30,10.3
2018,3,18,16,30,8.700000000000001
2018,3,18,17,30,7.5
2018,3,18,18,30,5.9
2018,3,18,19,30,5.6000000000000005
2018,3,18,20,30,5.1000000000000005
2018,3,18,21,30,4.3
2018,3,18,22,30,3.3000000000000003
2018,3,18,23,30,2.3000000000000003
2018,3,19,0,30,1.8
2018,3,19,1,30,1.5
2018,3,19,2,30,1.4000000000000001
2018,3,19,3,30,2
2018,3,19,4,30,2.3000000000000003
2018,3,19,5,30,2.1
2018,3,19,6,30,2.8000000000000003
2018,3,19,7,30,4.7
2018,3,19,8,30,7.300000000000001
2018,3,19,9,30,9.8
2018,3,19,10,30,11.8
2018,3,19,11,30,12.8
2018,3,19,12,30,12.5
2018,3,19,13,30,11.700000000000001
2018,3,19,14,30,10.9
2018,3,19,15,30,10.100000000000001
2018,3,19,16,30,9
2018,3,19,17,30,8.4
2018,3,19,18,30,6.300000000000001
2018,3,19,19,30,4.9
2018,3,19,20,30,3.6
2018,3,19,21,30,2.6
2018,3,19,22,30,1.8
2018,3,19,23,30,1
2018,3,20,0,30,0.30000000000000004
2018,3,20,1,30,-0.2
2018,3,20,2,30,-0.7000000000000001
2018,3,20,3,30,-1.1
2018,3,20,4,30,-1.5
2018,3,20,5,30,-1.6
2018,3,20,6,30,-1.2000000000000002
2018,3,20,7,30,-0.1
2018,3,20,8,30,1.2000000000000002
2018,3,20,9,30,2.5
2018,3,20,10,30,3.6
2018,3,20,11,30,4.5
2018,3,20,12,30,5.1000000000000005
2018,3,20,13,30,5.2
2018,3,20,14,30,5
2018,3,20,15,30,4.4
2018,3,20,16,30,3.5
2018,3,20,17,30,3
2018,3,20,18,30,1.9000000000000001
2018,3,20,19,30,1.4000000000000001
2018,3,20,20,30,0.8
2018,3,20,21,30,0.30000000000000004
2018,3,20,22,30,-0.30000000000000004
2018,3,20,23,30,-0.7000000000000001
2018,3,21,0,30,-1.2000000000000002
2018,3,21,1,30,-1.6
2018,3,21,2,30,-1.9000000000000001
2018,3,21,3,30,-2.1
2018,3,21,4,30,-2.5
2018,3,21,5,30,-2.7
2018,3,21,6,30,-1.7000000000000002
2018,3,21,7,30,0.30000000000000004
2018,3,21,8,30,2.5
2018,3,21,9,30,4.3
2018,3,21,10,30,5.800000000000001
2018,3,21,11,30,6.9
2018,3,21,12,30,7.7
2018,3,21,13,30,8
2018,3,21,14,30,8
2018,3,21,15,30,7.5
2018,3,21,16,30,5.800000000000001
2018,3,21,17,30,4.4
2018,3,21,18,30,1.1
2018,3,21,19,30,0.30000000000000004
2018,3,21,20,30,-0.30000000000000004
2018,3,21,21,30,-0.8
2018,3,21,22,30,-1
2018,3,21,23,30,-1
2018,3,22,0,30,-1
2018,3,22,1,30,-1
2018,3,22,2,30,-1.1
2018,3,22,3,30,-1.3
2018,3,22,4,30,-1.4000000000000001
2018,3,22,5,30,-1.1
2018,3,22,6,30,0.30000000000000004
2018,3,22,7,30,3
2018,3,22,8,30,6
2018,3,22,9,30,8.1
2018,3,22,10,30,9.4
2018,3,22,11,30,10.5
2018,3,22,12,30,11.4
2018,3,22,13,30,11.8
2018,3,22,14,30,11.8
2018,3,22,15,30,11.200000000000001
2018,3,22,16,30,9.700000000000001
2018,3,22,17,30,8.5
2018,3,22,18,30,7.300000000000001
2018,3,22,19,30,7.1000000000000005
2018,3,22,20,30,7.1000000000000005
2018,3,22,21,30,6.9
2018,3,22,22,30,6.5
2018,3,22,23,30,6
2018,3,23,0,30,5.5
2018,3,23,1,30,4.9
2018,3,23,2,30,4
2018,3,23,3,30,2.9000000000000004
2018,3,23,4,30,2.1
2018,3,23,5,30,2.2
2018,3,23,6,30,3
2018,3,23,7,30,4.1000000000000005
2018,3,23,8,30,5.5
2018,3,23,9,30,6.7
2018,3,23,10,30,7.800000000000001
2018,3,23,11,30,8.6
2018,3,23,12,30,8.700000000000001
2018,3,23,13,30,8.3
2018,3,23,14,30,8.1
2018,3,23,15,30,7.7
2018,3,23,16,30,7
2018,3,23,17,30,6.6000000000000005
2018,3,23,18,30,5.6000000000000005
2018,3,23,19,30,4.9
2018,3,23,20,30,4.1000000000000005
2018,3,23,21,30,3
2018,3,23,22,30,2
2018,3,23,23,30,1.4000000000000001
2018,3,24,0,30,1.3
2018,3,24,1,30,1.3
2018,3,24,2,30,1.3
2018,3,24,3,30,1.3
2018,3,24,4,30,1.3
2018,3,24,5,30,1.3
2018,3,24,6,30,1.3
2018,3,24,7,30,1.4000000000000001
2018,3,24,8,30,1.4000000000000001
2018,3,24,9,30,1.4000000000000001
2018,3,24,10,30,1.4000000000000001
2018,3,24,11,30,1.3
2018,3,24,12,30,1.2000000000000002
2018,3,24,13,30,1.1
2018,3,24,14,30,0.9
2018,3,24,15,30,0.9
2018,3,24,16,30,0.7000000000000001
2018,3,24,17,30,0.7000000000000001
2018,3,24,18,30,0.5
2018,3,24,19,30,0.4
2018,3,24,20,30,0.30000000000000004
2018,3,24,21,30,0.30000000000000004
2018,3,24,22,30,0.1
2018,3,24,23,30,-0.1
2018,3,25,0,30,-0.4
2018,3,25,1,30,-1
2018,3,25,2,30,-1.6
2018,3,25,3,30,-2.3000000000000003
2018,3,25,4,30,-3
2018,3,25,5,30,-3.5
2018,3,25,6,30,-3.3000000000000003
2018,3,25,7,30,-2.1
2018,3,25,8,30,-0.30000000000000004
2018,3,25,9,30,1.3
2018,3,25,10,30,2.7
2018,3,25,11,30,3.8000000000000003
2018,3,25,12,30,4.5
2018,3,25,13,30,5.1000000000000005
2018,3,25,14,30,5.4
2018,3,25,15,30,5.300000000000001
2018,3,25,16,30,4.5
2018,3,25,17,30,3.8000000000000003
2018,3,25,18,30,1.4000000000000001
2018,3,25,19,30,1
2018,3,25,20,30,0.6000000000000001
2018,3,25,21,30,0.2
2018,3,25,22,30,-0.2
2018,3,25,23,30,-0.7000000000000001
2018,3,26,0,30,-1.4000000000000001
2018,3,26,1,30,-2
2018,3,26,2,30,-2.4000000000000004
2018,3,26,3,30,-2.4000000000000004
2018,3,26,4,30,-2.2
2018,3,26,5,30,-1.7000000000000002
2018,3,26,6,30,-0.5
2018,3,26,7,30,1.7000000000000002
2018,3,26,8,30,4.4
2018,3,26,9,30,6.6000000000000005
2018,3,26,10,30,7.9
2018,3,26,11,30,8.9
2018,3,26,12,30,9.600000000000001
2018,3,26,13,30,9.700000000000001
2018,3,26,14,30,9.700000000000001
2018,3,26,15,30,9.8
2018,3,26,16,30,9.600000000000001
2018,3,26,17,30,9.5
2018,3,26,18,30,9.3
2018,3,26,19,30,9.4
2018,3,26,20,30,9.600000000000001
2018,3,26,21,30,9.9
2018,3,26,22,30,10.100000000000001
2018,3,26,23,30,10.200000000000001
2018,3,27,0,30,10
2018,3,27,1,30,9.9
2018,3,27,2,30,9.9
2018,3,27,3,30,10
2018,3,27,4,30,10.200000000000001
2018,3,27,5,30,10.200000000000001
2018,3,27,6,30,10.3
2018,3,27,7,30,10.600000000000001
2018,3,27,8,30,11.200000000000001
2018,3,27,9,30,11.3
2018,3,27,10,30,10.700000000000001
2018,3,27,11,30,9.8
2018,3,27,12,30,9.200000000000001
2018,3,27,13,30,8.8
2018,3,27,14,30,8.3
2018,3,27,15,30,7.6000000000000005
2018,3,27,16,30,6.7
2018,3,27,17,30,6.2
2018,3,27,18,30,4.7
2018,3,27,19,30,4.1000000000000005
2018,3,27,20,30,3.6
2018,3,27,21,30,3.3000000000000003
2018,3,27,22,30,3
2018,3,27,23,30,2.8000000000000003
2018,3,28,0,30,2.5
2018,3,28,1,30,2.3000000000000003
2018,3,28,2,30,2.2
2018,3,28,3,30,2.1
2018,3,28,4,30,2
2018,3,28,5,30,2
2018,3,28,6,30,2.5
2018,3,28,7,30,3.8000000000000003
2018,3,28,8,30,5.800000000000001
2018,3,28,9,30,7.800000000000001
2018,3,28,10,30,9.5
2018,3,28,11,30,11
2018,3,28,12,30,11.9
2018,3,28,13,30,12.3
2018,3,28,14,30,12.600000000000001
2018,3,28,15,30,12.3
2018,3,28,16,30,11.3
2018,3,28,17,30,10.700000000000001
2018,3,28,18,30,9.4
2018,3,28,19,30,8.8
2018,3,28,20,30,8.4
2018,3,28,21,30,8.1
2018,3,28,22,30,7.800000000000001
2018,3,28,23,30,7.4
2018,3,29,0,30,7
2018,3,29,1,30,6.5
2018,3,29,2,30,6.2
2018,3,29,3,30,6
2018,3,29,4,30,5.800000000000001
2018,3,29,5,30,5.9
2018,3,29,6,30,6.1000000000000005
2018,3,29,7,30,6.7
2018,3,29,8,30,7.7
2018,3,29,9,30,9
2018,3,29,10,30,10.3
2018,3,29,11,30,10.9
2018,3,29,12,30,10.8
2018,3,29,13,30,10.9
2018,3,29,14,30,10.9
2018,3,29,15,30,10.600000000000001
2018,3,29,16,30,9.700000000000001
2018,3,29,17,30,9.1
2018,3,29,18,30,8
2018,3,29,19,30,7.7
2018,3,29,20,30,7.300000000000001
2018,3,29,21,30,6.7
2018,3,29,22,30,5.800000000000001
2018,3,29,23,30,4.9
2018,3,30,0,30,4
2018,3,30,1,30,3.4000000000000004
2018,3,30,2,30,2.9000000000000004
2018,3,30,3,30,2.6
2018,3,30,4,30,2.1
2018,3,30,5,30,2.2
2018,3,30,6,30,3
2018,3,30,7,30,4.3
2018,3,30,8,30,5.800000000000001
2018,3,30,9,30,7.300000000000001
2018,3,30,10,30,9.1
2018,3,30,11,30,10.4
2018,3,30,12,30,11
2018,3,30,13,30,11.200000000000001
2018,3,30,14,30,11.100000000000001
2018,3,30,15,30,10.9
2018,3,30,16,30,9.600000000000001
2018,3,30,17,30,8.6
2018,3,30,18,30,6.7
2018,3,30,19,30,7.1000000000000005
2018,3,30,20,30,7
2018,3,30,21,30,5.7
2018,3,30,22,30,3.7
2018,3,30,23,30,2.6
2018,3,31,0,30,2.6
2018,3,31,1,30,2.9000000000000004
2018,3,31,2,30,3.1
2018,3,31,3,30,3.2
2018,3,31,4,30,3.4000000000000004
2018,3,31,5,30,4
2018,3,31,6,30,5.6000000000000005
2018,3,31,7,30,7.6000000000000005
2018,3,31,8,30,9.700000000000001
2018,3,31,9,30,11.600000000000001
2018,3,31,10,30,13.3
2018,3,31,11,30,14.600000000000001
2018,3,31,12,30,15
2018,3,31,13,30,14.3
2018,3,31,14,30,13.100000000000001
2018,3,31,15,30,11.700000000000001
2018,3,31,16,30,9.9
2018,3,31,17,30,8.9
2018,3,31,18,30,6.300000000000001
2018,3,31,19,30,5
2018,3,31,20,30,3.9000000000000004
2018,3,31,21,30,2.8000000000000003
2018,3,31,22,30,1.6
2018,3,31,23,30,0.30000000000000004
2018,4,1,0,30,-0.9
2018,4,1,1,30,-1.9000000000000001
2018,4,1,2,30,-2.7
2018,4,1,3,30,-3.4000000000000004
2018,4,1,4,30,-4.1000000000000005
2018,4,1,5,30,-4.1000000000000005
2018,4,1,6,30,-2.9000000000000004
2018,4,1,7,30,-1.3
2018,4,1,8,30,0
2018,4,1,9,30,0.8
2018,4,1,10,30,1.7000000000000002
2018,4,1,11,30,2.4000000000000004
2018,4,1,12,30,2.4000000000000004
2018,4,1,13,30,1.5
2018,4,1,14,30,0.30000000000000004
2018,4,1,15,30,-0.5
2018,4,1,16,30,-1.2000000000000002
2018,4,1,17,30,-1.7000000000000002
2018,4,1,18,30,-3
2018,4,1,19,30,-3.8000000000000003
2018,4,1,20,30,-4.7
2018,4,1,21,30,-5.5
2018,4,1,22,30,-6
2018,4,1,23,30,-6.2
2018,4,2,0,30,-6.4
2018,4,2,1,30,-6.5
2018,4,2,2,30,-6.5
2018,4,2,3,30,-6.6000000000000005
2018,4,2,4,30,-6.7
2018,4,2,5,30,-6.2
2018,4,2,6,30,-3.9000000000000004
2018,4,2,7,30,-1.2000000000000002
2018,4,2,8,30,0.8
2018,4,2,9,30,2.6
2018,4,2,10,30,4.1000000000000005
2018,4,2,11,30,5.5
2018,4,2,12,30,6.4
2018,4,2,13,30,6.6000000000000005
2018,4,2,14,30,6.2
2018,4,2,15,30,5.7
2018,4,2,16,30,5.1000000000000005
2018,4,2,17,30,4.800000000000001
2018,4,2,18,30,4.1000000000000005
2018,4,2,19,30,4
2018,4,2,20,30,3.9000000000000004
2018,4,2,21,30,3.9000000000000004
2018,4,2,22,30,4
2018,4,2,23,30,4
2018,4,3,0,30,3.9000000000000004
2018,4,3,1,30,3.9000000000000004
2018,4,3,2,30,3.8000000000000003
2018,4,3,3,30,3.9000000000000004
2018,4,3,4,30,4.1000000000000005
2018,4,3,5,30,4.7
2018,4,3,6,30,6.1000000000000005
2018,4,3,7,30,7.9
2018,4,3,8,30,10.100000000000001
2018,4,3,9,30,12.5
2018,4,3,10,30,15
2018,4,3,11,30,17.3
2018,4,3,12,30,18.400000000000002
2018,4,3,13,30,16.8
2018,4,3,14,30,12.700000000000001
2018,4,3,15,30,8.8
2018,4,3,16,30,6.6000000000000005
2018,4,3,17,30,5.9
2018,4,3,18,30,3.5
2018,4,3,19,30,2.4000000000000004
2018,4,3,20,30,1.5
2018,4,3,21,30,0.8
2018,4,3,22,30,-0.1
2018,4,3,23,30,-1.4000000000000001
2018,4,4,0,30,-2.8000000000000003
2018,4,4,1,30,-4.1000000000000005
2018,4,4,2,30,-5
2018,4,4,3,30,-5.6000000000000005
2018,4,4,4,30,-5.9
2018,4,4,5,30,-5.7
2018,4,4,6,30,-4.5
2018,4,4,7,30,-2.6
2018,4,4,8,30,-0.7000000000000001
2018,4,4,9,30,0.9
2018,4,4,10,30,2.1
2018,4,4,11,30,3
2018,4,4,12,30,3.7
2018,4,4,13,30,4.1000000000000005
2018,4,4,14,30,4.2
2018,4,4,15,30,4.1000000000000005
2018,4,4,16,30,3.2
2018,4,4,17,30,2.5
2018,4,4,18,30,-0.7000000000000001
2018,4,4,19,30,-1.2000000000000002
2018,4,4,20,30,-1.4000000000000001
2018,4,4,21,30,-1.2000000000000002
2018,4,4,22,30,-0.8
2018,4,4,23,30,-0.4
2018,4,5,0,30,-0.4
2018,4,5,1,30,-0.8
2018,4,5,2,30,-1.7000000000000002
2018,4,5,3,30,-2.4000000000000004
2018,4,5,4,30,-2.9000000000000004
2018,4,5,5,30,-1.9000000000000001
2018,4,5,6,30,0.5
2018,4,5,7,30,3.2
2018,4,5,8,30,5.7
2018,4,5,9,30,7.4
2018,4,5,10,30,9
2018,4,5,11,30,10.600000000000001
2018,4,5,12,30,12
2018,4,5,13,30,12.8
2018,4,5,14,30,12.9
2018,4,5,15,30,12.4
2018,4,5,16,30,11.200000000000001
2018,4,5,17,30,10.3
2018,4,5,18,30,8.1
2018,4,5,19,30,7.5
2018,4,5,20,30,6.800000000000001
2018,4,5,21,30,6.1000000000000005
2018,4,5,22,30,5.5
2018,4,5,23,30,5.1000000000000005
2018,4,6,0,30,4.7
2018,4,6,1,30,4.2
2018,4,6,2,30,3.6
2018,4,6,3,30,3
2018,4,6,4,30,2.6
2018,4,6,5,30,2.6
2018,4,6,6,30,3.2
2018,4,6,7,30,4.1000000000000005
2018,4,6,8,30,4.9
2018,4,6,9,30,5
2018,4,6,10,30,4.6000000000000005
2018,4,6,11,30,3.9000000000000004
2018,4,6,12,30,3.1
2018,4,6,13,30,2.2
2018,4,6,14,30,1.2000000000000002
2018,4,6,15,30,0.2
2018,4,6,16,30,-0.9
2018,4,6,17,30,-1.4000000000000001
2018,4,6,18,30,-2.8000000000000003
2018,4,6,19,30,-3.3000000000000003
2018,4,6,20,30,-3.5
2018,4,6,21,30,-3.5
2018,4,6,22,30,-3.6
2018,4,6,23,30,-3.7
2018,4,7,0,30,-3.9000000000000004
2018,4,7,1,30,-4.2
2018,4,7,2,30,-4.6000000000000005
2018,4,7,3,30,-5.1000000000000005
2018,4,7,4,30,-5.6000000000000005
2018,4,7,5,30,-5.7
2018,4,7,6,30,-4.800000000000001
2018,4,7,7,30,-3.3000000000000003
2018,4,7,8,30,-1.6
2018,4,7,9,30,0.1
2018,4,7,10,30,1.7000000000000002
2018,4,7,11,30,3
2018,4,7,12,30,4
2018,4,7,13,30,4.5
2018,4,7,14,30,4.6000000000000005
2018,4,7,15,30,4.2
2018,4,7,16,30,3.1
2018,4,7,17,30,2.3000000000000003
2018,4,7,18,30,-1.9000000000000001
2018,4,7,19,30,-2.9000000000000004
2018,4,7,20,30,-3.4000000000000004
2018,4,7,21,30,-3.8000000000000003
2018,4,7,22,30,-4
2018,4,7,23,30,-4.2
2018,4,8,0,30,-4.4
2018,4,8,1,30,-4.4
2018,4,8,2,30,-4.2
2018,4,8,3,30,-4.1000000000000005
2018,4,8,4,30,-4
2018,4,8,5,30,-3.4000000000000004
2018,4,8,6,30,-2
2018,4,8,7,30,-0.1
2018,4,8,8,30,1.6
2018,4,8,9,30,2.6
2018,4,8,10,30,3.3000000000000003
2018,4,8,11,30,3.8000000000000003
2018,4,8,12,30,4
2018,4,8,13,30,3.8000000000000003
2018,4,8,14,30,3.4000000000000004
2018,4,8,15,30,2.7
2018,4,8,16,30,1.7000000000000002
2018,4,8,17,30,1
2018,4,8,18,30,-0.8
2018,4,8,19,30,-1.2000000000000002
2018,4,8,20,30,-1.3
2018,4,8,21,30,-1.4000000000000001
2018,4,8,22,30,-1.8
2018,4,8,23,30,-2.2
2018,4,9,0,30,-2.4000000000000004
2018,4,9,1,30,-2.6
2018,4,9,2,30,-2.8000000000000003
2018,4,9,3,30,-2.9000000000000004
2018,4,9,4,30,-2.7
2018,4,9,5,30,-1.8
2018,4,9,6,30,0.1
2018,4,9,7,30,2.4000000000000004
2018,4,9,8,30,4.2
2018,4,9,9,30,5.5
2018,4,9,10,30,6.4
2018,4,9,11,30,7
2018,4,9,12,30,7.300000000000001
2018,4,9,13,30,7.2
2018,4,9,14,30,6.9
2018,4,9,15,30,6.300000000000001
2018,4,9,16,30,5.300000000000001
2018,4,9,17,30,4.7
2018,4,9,18,30,1.7000000000000002
2018,4,9,19,30,0.5
2018,4,9,20,30,-0.5
2018,4,9,21,30,-1.2000000000000002
2018,4,9,22,30,-1.7000000000000002
2018,4,9,23,30,-2.3000000000000003
2018,4,10,0,30,-2.8000000000000003
2018,4,10,1,30,-3.2
